Ticket ID,latent_problem_id,had_context,true_category
MU-102440,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102340,ACC-PWD-RESET,Yes,Account & Access Management
MU-100444,ACC-PWD-RESET,No,Account & Access Management
MU-102818,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101188,ACC-PWD-RESET,Yes,Account & Access Management
MU-100573,LMS-COURSE-MISSING,No,Learning Management System
MU-100632,LMS-UPLOAD,No,Learning Management System
MU-100602,HW-PRINTER,No,Hardware & Equipment
MU-104228,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-100468,SIS-PORTAL-SLOW,Yes,Student Information System
MU-102567,EML-MAILBOX-FULL,No,Email & Collaboration
MU-100464,ACC-PWD-RESET,Yes,Account & Access Management
MU-102016,APP-INSTALL,Yes,Application Support
MU-100033,ACC-PWD-RESET,Yes,Account & Access Management
MU-101404,ACC-PWD-RESET,No,Account & Access Management
MU-103081,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-102903,APP-ERP,No,Application Support
MU-102358,ACC-PERMS,Yes,Account & Access Management
MU-102784,ACC-PWD-RESET,Yes,Account & Access Management
MU-100354,EML-SEND-FAIL,Yes,Email & Collaboration
MU-103686,ACC-NEW,Yes,Account & Access Management
MU-101150,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104398,SIS-TRANSCRIPT,Yes,Student Information System
MU-100421,APP-PRINT-SW,No,Application Support
MU-100694,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101885,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-101573,LMS-LOGIN,Yes,Learning Management System
MU-103657,APP-INSTALL,Yes,Application Support
MU-100396,NET-LAN-PORT,Yes,Network & Connectivity
MU-102955,ACC-LOCKED,Yes,Account & Access Management
MU-102808,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-100093,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-104009,ACC-NEW,Yes,Account & Access Management
MU-100436,LMS-COURSE-MISSING,Yes,Learning Management System
MU-100445,APP-INSTALL,Yes,Application Support
MU-101998,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102935,LMS-COURSE-MISSING,No,Learning Management System
MU-101809,ACC-PERMS,No,Account & Access Management
MU-100180,ACC-PWD-RESET,Yes,Account & Access Management
MU-103148,LMS-UPLOAD,No,Learning Management System
MU-104155,NET-LAN-PORT,Yes,Network & Connectivity
MU-103466,NET-VPN,No,Network & Connectivity
MU-100172,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103376,HW-PC-SLOW,No,Hardware & Equipment
MU-101962,HW-PC-NOBOOT,No,Hardware & Equipment
MU-101497,HW-PRINTER,No,Hardware & Equipment
MU-102908,EML-MAILBOX-FULL,No,Email & Collaboration
MU-103646,ACC-PERMS,No,Account & Access Management
MU-104389,LMS-COURSE-MISSING,No,Learning Management System
MU-101770,SIS-TRANSCRIPT,Yes,Student Information System
MU-103820,ACC-NEW,Yes,Account & Access Management
MU-100274,EML-MEETING,Yes,Email & Collaboration
MU-101699,SIS-REG,Yes,Student Information System
MU-104573,NET-VPN,Yes,Network & Connectivity
MU-102002,LMS-UPLOAD,Yes,Learning Management System
MU-101508,NET-LAN-PORT,No,Network & Connectivity
MU-102214,APP-ERP,Yes,Application Support
MU-104603,ACC-PWD-RESET,Yes,Account & Access Management
MU-104640,SIS-REG,No,Student Information System
MU-103596,LMS-QUIZ,No,Learning Management System
MU-104753,NET-SLOW,Yes,Network & Connectivity
MU-102876,HW-PRINTER,Yes,Hardware & Equipment
MU-104841,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-104113,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102163,ACC-LOCKED,Yes,Account & Access Management
MU-101775,SIS-REG,No,Student Information System
MU-103569,SIS-REG,No,Student Information System
MU-100195,APP-INSTALL,Yes,Application Support
MU-103414,NET-VPN,Yes,Network & Connectivity
MU-101430,NET-WIFI-NOCONN,No,Network & Connectivity
MU-101141,ACC-NEW,No,Account & Access Management
MU-101502,SIS-FEE,Yes,Student Information System
MU-104289,EML-MAILBOX-FULL,No,Email & Collaboration
MU-104843,ACC-PERMS,Yes,Account & Access Management
MU-101869,SIS-FEE,No,Student Information System
MU-103750,HW-PC-NOBOOT,No,Hardware & Equipment
MU-102820,HW-PRINTER,No,Hardware & Equipment
MU-101050,LMS-LOGIN,No,Learning Management System
MU-100335,APP-INSTALL,Yes,Application Support
MU-103203,SIS-TRANSCRIPT,No,Student Information System
MU-102659,SIS-PORTAL-SLOW,Yes,Student Information System
MU-102767,ACC-PWD-RESET,No,Account & Access Management
MU-103568,ACC-NEW,Yes,Account & Access Management
MU-104528,NET-SLOW,No,Network & Connectivity
MU-102171,EML-SEND-FAIL,No,Email & Collaboration
MU-102215,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-100936,SIS-TRANSCRIPT,Yes,Student Information System
MU-100472,ACC-NEW,Yes,Account & Access Management
MU-100294,HW-PC-SLOW,Yes,Hardware & Equipment
MU-102513,NET-SLOW,No,Network & Connectivity
MU-103894,ACC-NEW,Yes,Account & Access Management
MU-100821,SIS-REG,No,Student Information System
MU-100487,LMS-QUIZ,Yes,Learning Management System
MU-101820,EML-SEND-FAIL,No,Email & Collaboration
MU-101406,NET-SLOW,Yes,Network & Connectivity
MU-101254,APP-INSTALL,Yes,Application Support
MU-103699,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104194,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104888,LMS-COURSE-MISSING,No,Learning Management System
MU-104299,SIS-TRANSCRIPT,Yes,Student Information System
MU-101672,EML-SEND-FAIL,No,Email & Collaboration
MU-102096,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100494,LMS-QUIZ,Yes,Learning Management System
MU-102389,SIS-PORTAL-SLOW,No,Student Information System
MU-102448,ACC-NEW,Yes,Account & Access Management
MU-103401,LMS-LOGIN,No,Learning Management System
MU-102987,EML-MEETING,Yes,Email & Collaboration
MU-102180,LMS-COURSE-MISSING,Yes,Learning Management System
MU-102960,LMS-COURSE-MISSING,Yes,Learning Management System
MU-103043,HW-PC-NOBOOT,No,Hardware & Equipment
MU-100283,NET-SLOW,No,Network & Connectivity
MU-102093,HW-PC-SLOW,Yes,Hardware & Equipment
MU-100590,HW-PRINTER,Yes,Hardware & Equipment
MU-104241,ACC-PERMS,Yes,Account & Access Management
MU-101999,APP-ERP,No,Application Support
MU-101512,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-100994,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-100055,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104079,APP-INSTALL,Yes,Application Support
MU-101180,HW-PERIPHERAL,No,Hardware & Equipment
MU-101922,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102271,NET-WIFI-NOCONN,No,Network & Connectivity
MU-101943,ACC-NEW,Yes,Account & Access Management
MU-101564,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101713,ACC-PWD-RESET,No,Account & Access Management
MU-104852,LMS-LOGIN,Yes,Learning Management System
MU-103253,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104776,HW-PROJECTOR,Yes,Hardware & Equipment
MU-102118,LMS-COURSE-MISSING,Yes,Learning Management System
MU-103020,ACC-PWD-RESET,Yes,Account & Access Management
MU-104034,LMS-UPLOAD,No,Learning Management System
MU-101783,ACC-PWD-RESET,No,Account & Access Management
MU-103358,NET-LAN-PORT,Yes,Network & Connectivity
MU-100823,SIS-TRANSCRIPT,Yes,Student Information System
MU-101522,ACC-PERMS,Yes,Account & Access Management
MU-101967,LMS-COURSE-MISSING,Yes,Learning Management System
MU-100138,NET-LAN-PORT,No,Network & Connectivity
MU-100263,ACC-NEW,Yes,Account & Access Management
MU-104515,ACC-PERMS,Yes,Account & Access Management
MU-104797,HW-PC-SLOW,No,Hardware & Equipment
MU-103396,SIS-FEE,Yes,Student Information System
MU-102095,SIS-PORTAL-SLOW,Yes,Student Information System
MU-103997,NET-LAN-PORT,Yes,Network & Connectivity
MU-100606,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103491,APP-ERP,Yes,Application Support
MU-100011,SIS-REG,Yes,Student Information System
MU-100567,LMS-QUIZ,No,Learning Management System
MU-101907,ACC-LOCKED,Yes,Account & Access Management
MU-102431,LMS-UPLOAD,Yes,Learning Management System
MU-102672,EML-SEND-FAIL,No,Email & Collaboration
MU-100326,ACC-LOCKED,Yes,Account & Access Management
MU-104735,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101104,EML-SEND-FAIL,Yes,Email & Collaboration
MU-103200,NET-WIFI-NOCONN,No,Network & Connectivity
MU-101631,ACC-PWD-RESET,No,Account & Access Management
MU-100303,HW-PRINTER,No,Hardware & Equipment
MU-104282,LMS-UPLOAD,Yes,Learning Management System
MU-103073,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102878,HW-PC-NOBOOT,No,Hardware & Equipment
MU-103713,APP-ERP,No,Application Support
MU-100879,LMS-LOGIN,Yes,Learning Management System
MU-102559,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-102316,APP-PRINT-SW,No,Application Support
MU-102610,EML-SEND-FAIL,Yes,Email & Collaboration
MU-100381,HW-PC-SLOW,No,Hardware & Equipment
MU-102126,LMS-QUIZ,No,Learning Management System
MU-103621,LMS-COURSE-MISSING,No,Learning Management System
MU-101932,EML-MEETING,No,Email & Collaboration
MU-101207,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104352,ACC-PWD-RESET,Yes,Account & Access Management
MU-100792,NET-LAN-PORT,Yes,Network & Connectivity
MU-100193,APP-INSTALL,Yes,Application Support
MU-103943,HW-PERIPHERAL,No,Hardware & Equipment
MU-100348,HW-PC-SLOW,Yes,Hardware & Equipment
MU-102083,ACC-LOCKED,No,Account & Access Management
MU-103049,EML-SEND-FAIL,Yes,Email & Collaboration
MU-101709,SIS-FEE,Yes,Student Information System
MU-104462,ACC-LOCKED,No,Account & Access Management
MU-102268,ACC-NEW,Yes,Account & Access Management
MU-102978,LMS-UPLOAD,Yes,Learning Management System
MU-104736,ACC-LOCKED,No,Account & Access Management
MU-102743,SIS-FEE,Yes,Student Information System
MU-102529,LMS-QUIZ,Yes,Learning Management System
MU-102710,APP-PRINT-SW,Yes,Application Support
MU-102963,LMS-COURSE-MISSING,No,Learning Management System
MU-102454,APP-INSTALL,No,Application Support
MU-102648,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103879,APP-INSTALL,No,Application Support
MU-102841,NET-VPN,No,Network & Connectivity
MU-104065,HW-PRINTER,Yes,Hardware & Equipment
MU-103677,HW-PC-SLOW,Yes,Hardware & Equipment
MU-102816,ACC-PERMS,No,Account & Access Management
MU-103054,EML-SEND-FAIL,Yes,Email & Collaboration
MU-100689,ACC-LOCKED,Yes,Account & Access Management
MU-102272,EML-SEND-FAIL,Yes,Email & Collaboration
MU-101529,LMS-QUIZ,Yes,Learning Management System
MU-100491,NET-SLOW,Yes,Network & Connectivity
MU-102800,HW-PC-SLOW,No,Hardware & Equipment
MU-101661,ACC-PWD-RESET,Yes,Account & Access Management
MU-100669,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102656,ACC-PWD-RESET,Yes,Account & Access Management
MU-104885,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104798,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100553,SIS-REG,No,Student Information System
MU-101193,ACC-PERMS,Yes,Account & Access Management
MU-103201,ACC-LOCKED,No,Account & Access Management
MU-102591,SIS-PORTAL-SLOW,No,Student Information System
MU-101717,ACC-PWD-RESET,No,Account & Access Management
MU-102568,HW-PROJECTOR,No,Hardware & Equipment
MU-101671,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103030,HW-PRINTER,No,Hardware & Equipment
MU-100411,HW-PRINTER,Yes,Hardware & Equipment
MU-100540,APP-LICENCE,No,Application Support
MU-101172,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-104012,LMS-COURSE-MISSING,Yes,Learning Management System
MU-100620,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101132,ACC-NEW,No,Account & Access Management
MU-101666,SIS-REG,Yes,Student Information System
MU-103582,EML-SEND-FAIL,No,Email & Collaboration
MU-104105,LMS-QUIZ,No,Learning Management System
MU-103525,SIS-FEE,No,Student Information System
MU-103468,ACC-LOCKED,Yes,Account & Access Management
MU-101550,LMS-LOGIN,Yes,Learning Management System
MU-103786,SIS-PORTAL-SLOW,Yes,Student Information System
MU-101724,HW-PC-SLOW,No,Hardware & Equipment
MU-101001,NET-VPN,Yes,Network & Connectivity
MU-103787,HW-PRINTER,Yes,Hardware & Equipment
MU-100047,NET-SLOW,Yes,Network & Connectivity
MU-103163,LMS-QUIZ,No,Learning Management System
MU-101863,NET-WIFI-NOCONN,No,Network & Connectivity
MU-103592,SIS-FEE,No,Student Information System
MU-102270,ACC-PWD-RESET,No,Account & Access Management
MU-100488,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101892,APP-INSTALL,No,Application Support
MU-104240,SIS-REG,Yes,Student Information System
MU-100474,NET-LAN-PORT,Yes,Network & Connectivity
MU-104702,ACC-LOCKED,Yes,Account & Access Management
MU-102707,ACC-PWD-RESET,Yes,Account & Access Management
MU-104068,LMS-UPLOAD,No,Learning Management System
MU-104080,LMS-LOGIN,Yes,Learning Management System
MU-102826,NET-LAN-PORT,Yes,Network & Connectivity
MU-104089,LMS-COURSE-MISSING,No,Learning Management System
MU-101275,HW-PC-SLOW,No,Hardware & Equipment
MU-103802,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104002,NET-LAN-PORT,Yes,Network & Connectivity
MU-103562,APP-ERP,Yes,Application Support
MU-102791,LMS-LOGIN,Yes,Learning Management System
MU-102433,ACC-PWD-RESET,Yes,Account & Access Management
MU-103687,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-102543,LMS-QUIZ,Yes,Learning Management System
MU-101758,APP-INSTALL,Yes,Application Support
MU-103767,NET-SLOW,Yes,Network & Connectivity
MU-101836,NET-LAN-PORT,Yes,Network & Connectivity
MU-103167,LMS-LOGIN,No,Learning Management System
MU-101847,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-104197,LMS-LOGIN,No,Learning Management System
MU-101048,APP-ERP,Yes,Application Support
MU-103904,ACC-PWD-RESET,No,Account & Access Management
MU-101363,SIS-FEE,No,Student Information System
MU-104016,NET-LAN-PORT,No,Network & Connectivity
MU-101339,LMS-UPLOAD,No,Learning Management System
MU-102263,EML-MEETING,Yes,Email & Collaboration
MU-103048,APP-PRINT-SW,Yes,Application Support
MU-104279,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104557,NET-SLOW,Yes,Network & Connectivity
MU-101128,NET-SLOW,No,Network & Connectivity
MU-102324,LMS-LOGIN,No,Learning Management System
MU-104813,HW-PROJECTOR,Yes,Hardware & Equipment
MU-104067,HW-PRINTER,Yes,Hardware & Equipment
MU-104863,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101889,ACC-NEW,No,Account & Access Management
MU-100806,HW-PC-NOBOOT,No,Hardware & Equipment
MU-101014,EML-SEND-FAIL,No,Email & Collaboration
MU-101602,ACC-LOCKED,Yes,Account & Access Management
MU-102196,HW-PRINTER,Yes,Hardware & Equipment
MU-104395,LMS-QUIZ,Yes,Learning Management System
MU-102330,HW-PERIPHERAL,No,Hardware & Equipment
MU-100351,SIS-FEE,Yes,Student Information System
MU-100106,HW-PROJECTOR,Yes,Hardware & Equipment
MU-103647,SIS-PORTAL-SLOW,Yes,Student Information System
MU-100322,HW-PERIPHERAL,No,Hardware & Equipment
MU-104782,LMS-LOGIN,Yes,Learning Management System
MU-104488,HW-PERIPHERAL,No,Hardware & Equipment
MU-102949,SIS-TRANSCRIPT,Yes,Student Information System
MU-100523,HW-PC-SLOW,No,Hardware & Equipment
MU-103517,NET-SLOW,Yes,Network & Connectivity
MU-101878,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-104387,LMS-LOGIN,No,Learning Management System
MU-100735,LMS-UPLOAD,No,Learning Management System
MU-100346,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101271,NET-SLOW,No,Network & Connectivity
MU-101696,LMS-UPLOAD,Yes,Learning Management System
MU-102521,SIS-FEE,No,Student Information System
MU-101236,LMS-LOGIN,Yes,Learning Management System
MU-103636,SIS-TRANSCRIPT,Yes,Student Information System
MU-104861,NET-VPN,Yes,Network & Connectivity
MU-104238,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102119,APP-PRINT-SW,No,Application Support
MU-103456,ACC-PERMS,Yes,Account & Access Management
MU-101697,EML-MAILBOX-FULL,No,Email & Collaboration
MU-102587,ACC-PWD-RESET,Yes,Account & Access Management
MU-104893,ACC-PWD-RESET,Yes,Account & Access Management
MU-103840,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102033,LMS-COURSE-MISSING,Yes,Learning Management System
MU-104158,ACC-PWD-RESET,Yes,Account & Access Management
MU-104170,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-100114,NET-LAN-PORT,Yes,Network & Connectivity
MU-101837,ACC-NEW,No,Account & Access Management
MU-103531,NET-LAN-PORT,No,Network & Connectivity
MU-101810,NET-SLOW,Yes,Network & Connectivity
MU-104071,APP-LICENCE,Yes,Application Support
MU-100961,SIS-REG,No,Student Information System
MU-100136,LMS-UPLOAD,Yes,Learning Management System
MU-104609,HW-PC-SLOW,Yes,Hardware & Equipment
MU-100834,LMS-QUIZ,Yes,Learning Management System
MU-104054,APP-INSTALL,No,Application Support
MU-101465,ACC-LOCKED,No,Account & Access Management
MU-102437,SIS-FEE,Yes,Student Information System
MU-103042,SIS-REG,Yes,Student Information System
MU-102920,LMS-LOGIN,Yes,Learning Management System
MU-103664,ACC-NEW,Yes,Account & Access Management
MU-101345,APP-INSTALL,Yes,Application Support
MU-103570,LMS-COURSE-MISSING,No,Learning Management System
MU-101501,NET-SLOW,Yes,Network & Connectivity
MU-102417,SIS-REG,Yes,Student Information System
MU-100319,ACC-PWD-RESET,Yes,Account & Access Management
MU-101629,APP-PRINT-SW,No,Application Support
MU-102722,HW-PROJECTOR,Yes,Hardware & Equipment
MU-102189,LMS-QUIZ,No,Learning Management System
MU-100092,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101730,ACC-PWD-RESET,Yes,Account & Access Management
MU-104580,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-101742,HW-PERIPHERAL,No,Hardware & Equipment
MU-102704,ACC-PWD-RESET,No,Account & Access Management
MU-101035,LMS-COURSE-MISSING,No,Learning Management System
MU-101023,LMS-COURSE-MISSING,No,Learning Management System
MU-102274,HW-PRINTER,Yes,Hardware & Equipment
MU-101175,LMS-LOGIN,Yes,Learning Management System
MU-101138,SIS-REG,Yes,Student Information System
MU-101491,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104229,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103522,EML-MAILBOX-FULL,No,Email & Collaboration
MU-101290,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-100893,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-102325,HW-PRINTER,No,Hardware & Equipment
MU-102351,SIS-TRANSCRIPT,Yes,Student Information System
MU-104205,ACC-LOCKED,Yes,Account & Access Management
MU-103245,HW-PRINTER,Yes,Hardware & Equipment
MU-101072,APP-ERP,Yes,Application Support
MU-102408,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-103627,LMS-COURSE-MISSING,No,Learning Management System
MU-101355,ACC-NEW,No,Account & Access Management
MU-104717,APP-ERP,Yes,Application Support
MU-101242,HW-PC-NOBOOT,No,Hardware & Equipment
MU-100305,ACC-PWD-RESET,Yes,Account & Access Management
MU-104673,LMS-QUIZ,No,Learning Management System
MU-103450,ACC-PWD-RESET,Yes,Account & Access Management
MU-104678,LMS-COURSE-MISSING,Yes,Learning Management System
MU-103680,SIS-FEE,Yes,Student Information System
MU-100116,ACC-PWD-RESET,Yes,Account & Access Management
MU-102917,EML-MAILBOX-FULL,No,Email & Collaboration
MU-103555,LMS-UPLOAD,Yes,Learning Management System
MU-100786,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103796,LMS-QUIZ,No,Learning Management System
MU-101590,EML-MEETING,Yes,Email & Collaboration
MU-103271,EML-SEND-FAIL,No,Email & Collaboration
MU-104025,LMS-LOGIN,Yes,Learning Management System
MU-104326,SIS-PORTAL-SLOW,Yes,Student Information System
MU-103464,ACC-LOCKED,No,Account & Access Management
MU-100789,NET-SLOW,No,Network & Connectivity
MU-104560,NET-SLOW,Yes,Network & Connectivity
MU-102621,LMS-UPLOAD,No,Learning Management System
MU-101261,SIS-TRANSCRIPT,Yes,Student Information System
MU-103745,ACC-PWD-RESET,No,Account & Access Management
MU-100389,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-104491,HW-PC-NOBOOT,No,Hardware & Equipment
MU-103864,NET-SLOW,No,Network & Connectivity
MU-103964,ACC-PWD-RESET,No,Account & Access Management
MU-104806,NET-LAN-PORT,Yes,Network & Connectivity
