Ticket ID,Subject,Description,Category,Subcategory,Department,Assigned Resolver,Assigned Team,Status,Resolution Notes,Created,Resolved,Reassigned
MU-100217,ICT issue,"Dear Sir/Madam, It is dragging badly and the internet connection is the problem since the power went off. Thank u.",Network & Connectivity,Performance,School of Business and Economics,ICT-NET-01,Network Team,Closed,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput.",2024-08-29 11:24,2024-08-30 19:30,No
MU-104766,LAN port dead,"Dear Sir/Madam, There is no connection at all and i have tried another network cable in lecture hall three since the power went off. i have already restarted the machine.",Network & Connectivity,LAN,Finance Department,ICT-HD-02,Help Desk (Tier 1),Closed,"Traced the wall port to the patch panel, re-terminated the faulty jack and re-patched to an active switch port. Link confirmed at 1Gbps.",2025-10-09 13:31,2025-10-10 03:01,No
MU-104382,Assistance required,It is not funcitoning and it keeps asking for the wifi password. i have already restarted the machine. kindly assist urgently.,Network & Connectivity,Wi-Fi,School of Engineering,ICT-NET-03,Network Team,Closed,,2024-05-26 08:34,2024-05-27 14:51,No
MU-103364,support request,"Good afternoon, It is not installed on my machine in lectue hall three. the statistical software is needed on the postgraduate lab machines since yesterday. please help. Thank u.",Application Support,Software installation,ICT Directorate,ICT-APP-02,Applications Support Team,Closed,"Verified licence entitlement, installed the requested application from the approved software repository and activated it against the institutional licence server.",2025-10-23 13:06,2025-10-27 03:23,No
MU-101668,Cannot login to eLearning,"Dear Sir/Madam, I am unable to log in in our block. please help.",Learning Management System,Access,School of Education,ICT-ELN-02,eLearning Support Unit,Closed,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login. User confirmed the issue was resolved.,2025-01-13 08:33,2025-01-14 01:08,No
MU-103929,Cannot see my course,"Hi, It has rfeused to work and the course i teach is not on the platform in the administration block since the semester started.",Learning Management System,Course enrolment,School of Medicine,ICT-ELN-01,eLearning Support Unit,Closed,"Verified enrolment records against the student information system, re-ran the enrolment synchronisation for the affected unit and confirmed the course was visible to the user. User confirmed the issue was resolved.",2025-01-05 11:53,2025-01-06 12:40,No
MU-101239,Network point not working,Nothing is happening in my office.  the ethernet port is not giving a link since the semester started.  i have tried several times.  kindly assist.,Network & Connectivity,LAN,ICT Directorate,ICT-NET-02,Network Team,Closed,"Traced the wall port to the patch panel, re-terminated the faulty jack and re-patched to an active switch port. Link confirmed at 1Gbps.",2024-09-19 08:08,2024-09-21 14:08,Yes
MU-101530,Keyboard not working,"Dear ICT, It is missing. the ups beeps continuously and the machine goes off since the semester started. i have a class shortly. kindly assist.",Hardware & Equipment,Peripherals,School of Business and Economics,ICT-HWM-02,Hardware & Maintenance Team,Closed,Replaced the faulty peripheral from stores and confirmed detection and normal operation; for the UPS the battery pack was replaced and a load test performed.,2024-12-21 16:45,2024-12-23 09:33,No
MU-104829,Poor ntwork performance,"Dear ICT, It is down. downloasd crawl even on a good signal for the past two days. i have tried several times. i would appreciate your help.",Network & Connectivity,Performance,School of Engineering,ICT-NET-03,Network Team,Resolved,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput. Advised the user to report any recurrence.",2024-12-01 08:42,2024-12-02 22:10,No
MU-101554,Missing marks,"Dear ICT, It is not appearing and my results for two units are not in the portal at the main campus since the powre went off. kindly look into it.",Student Information System,Results / transcripts,School of Education,ICT-MIS-03,MIS / SIS Support Team,Closed,"Traced the unresolved marks to an unapproved mark sheet, escalated to the school examinations office for approval and confirmed the results displayed after posting.",2024-06-05 10:53,2024-06-06 10:30,No
MU-101801,Support request,"Greetings, It keeps failing and the mouse pointer does not move at all in my office. i have already restarted the machine. please help. Awaiting your response.",Hardware & Equipment,Peripherals,School of Education,ICT-HWM-02,Hardware & Maintenance Team,Closed,Replaced the faulty peripheral from stores and confirmed detection and normal operation; for the UPS the battery pack was replaced and a load test performed.,2024-03-12 08:29,2024-03-14 04:26,No
MU-102797,KEYBOARD NOT WORKING, ,Hardware & Equipment,Peripherals,School of Law,ICT-HWM-03,Hardware & Maintenance Team,Closed,Replaced the faulty peripheral from stores and confirmed detection and normal operation; for the UPS the battery pack was replaced and a load test performed. Ticket closed.,2024-07-27 07:05,2024-07-28 12:50,No
MU-102851,Cannot prnt,"Good afternoon, It has stopped woorking in the computer lab. kindly look into it. Kindly assist.",Hardware & Equipment,Printer,School of Business and Economics,ICT-HWM-02,Hardware & Maintenance Team,Closed,"Cleared the paper path obstruction, replaced the worn pickup roller and ran a cleaning cycle. Confirmed clean output on a test print.",2025-05-19 14:46,2025-05-24 00:11,No
MU-102546,Cannot login,"Good afternoon, Login is not working. this is for my staff domain account.",Account & Access Management,Password reset,School of Information Sciences,ICT-SYS-03,Systems & Accounts Team,Resolved,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon. Ticket closed.",2024-03-23 16:48,2024-03-23 17:13,No
MU-103268,Forgot password,I am lockeed out. the password i changed is not being accepted. the deadline is today. kindly assist urgently. Kindly assist urgently.,Learning Management System,Password reset,School of Arts and Social Sciences,ICT-SYS-04,Systems & Accounts Team,Closed,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon.",2024-01-29 17:46,2024-01-29 19:20,No
MU-102113,outlook problem,It fails whenever i press send and outgoing mail fails but incoming arrvies in lecture hall three.,Email & Collaboration,Mail delivery,School of Medicine,ICT-SYS-04,Systems & Accounts Team,Closed,"Identified an incorrect SMTP configuration on the client, corrected the outgoing server settings and authentication method, and confirmed successful test delivery.",2024-01-11 13:54,2024-01-11 18:05,No
MU-102451,request for support,"Good afternoon, The connection keesp dropping.",Network & Connectivity,Wi-Fi,School of Science,ICT-NET-01,Network Team,Closed,Reset the wireless access point serving the block and re-authenticated the user device on MU-WiFi. Confirmed connectivity restored.,2025-11-01 12:53,2025-11-03 03:46,No
MU-100737,account creation request,Kindly create an account and pls set up access for the new technician for a while now. i have tried several times. Kindly assist.,Account & Access Management,New account,ICT Directorate,ICT-SYS-01,Systems & Accounts Team,Closed,"Created the domain account and mailbox from the approved appointment letter, assigned the departmental security groups and issued credentials to the user.",2024-07-22 18:17,2024-07-22 19:59,No
MU-101808,Password reset,"Good morning, I cannot login and the password i changed is not being accepted in lecture hall three sine friday.",Account & Access Management,Password reset,School of Information Sciences,ICT-HD-01,Help Desk (Tier 1),Resolved,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon.",2024-10-13 07:59,2024-10-13 10:55,Yes
MU-102314,Baance still showing,"Dear ICT, Nothing is happening and my fee statement does not show the amonut paid in our department.  Your assistance will be appreciated.",Student Information System,Fee statement,School of Business and Economics,ICT-MIS-03,MIS / SIS Support Team,Closed,"Reconciled the bank transaction reference against the finance ledger, posted the missing receipt to the student account and confirmed the updated statement in the portal.",2024-07-23 12:30,2024-07-27 23:25,Yes
